,Fecha,Hidráulica,Hidroeólica,Eólica,Solar fotovoltaica,Solar térmica,Otras renovables,Residuos renovables
213,01/08/2020,61.987314,0.055221,133.77781,53.906911,21.256214,11.81505,2.566014
214,02/08/2020,53.027777,0.117267,185.087601,61.588875,24.978023,10.510915,2.5032555000000003
215,03/08/2020,67.069269,0.148351,154.925408,58.955566,22.846541000000002,10.810630999999999,2.5762035
216,04/08/2020,61.829668,0.14442,128.483316,60.911601000000005,24.352176,11.171245,2.6031425
217,05/08/2020,70.330238,0.132126,66.258746,63.265736,26.682886,11.131293,2.5765385000000003
218,06/08/2020,69.133207,0.066916,106.47334,61.910757,26.401726,11.906352,2.591488
219,07/08/2020,68.807151,0.058006,107.648814,59.924838,24.441018,11.837758,2.652323
220,08/08/2020,50.318086,0.131364,97.392382,53.253159,15.723025,11.815491,2.614229
221,09/08/2020,47.474371,0.137681,85.320164,57.685744,19.143754,12.327492,2.6523285
222,10/08/2020,64.13127300000001,0.139991,119.70247900000001,47.196801,13.051949,12.547569,2.645009
223,11/08/2020,64.270443,0.13597499999999998,151.937288,38.73465,9.61952,12.653217,2.5817695
224,12/08/2020,63.471445,0.146508,105.682641,55.988329,17.389247,12.176638,2.4488575
225,13/08/2020,73.559364,0.147052,41.073767,63.578433,25.207622,12.41079,2.5993085000000002
226,14/08/2020,66.750064,0.146234,68.40190700000001,61.505927,27.600101,12.624055,2.614909
227,15/08/2020,34.340523999999995,0.138983,126.304352,64.945419,28.784709,12.762326999999999,2.604447
228,16/08/2020,31.284106,0.13919499999999999,139.414557,65.758404,29.531341,12.470998999999999,2.408984
229,17/08/2020,63.008555,0.145352,117.35050100000001,60.887807,27.934009999999997,12.209938,2.2430524999999997
230,18/08/2020,68.065882,0.14587899999999998,91.126295,51.328504,23.676702000000002,12.946444,2.2033375
231,19/08/2020,59.489202,0.08684,174.242563,63.765635,26.935292,12.364811,2.240051
232,20/08/2020,58.537132,0.01716,178.510516,59.114045,25.367147,12.656325,2.4365655
233,21/08/2020,68.27067600000001,0.036651,120.20241499999999,58.937084999999996,22.975715,12.189243000000001,2.527473
234,22/08/2020,57.50346,0.100819,81.975991,63.666146,26.929915,12.941466,2.544586
235,23/08/2020,43.308217,0.143024,116.783245,60.365013,28.804171999999998,12.223433000000002,2.523084
236,24/08/2020,70.30099899999999,0.146936,107.499665,59.206807,27.66195,11.777361999999998,2.389914
237,25/08/2020,77.880082,0.11841299999999999,76.99716599999999,61.301972,26.761311000000003,12.019099,2.2821565
238,26/08/2020,85.15135400000001,0.053581000000000004,53.888599,60.803551,26.97084,12.514342000000001,2.3517285
239,27/08/2020,95.261383,0.058825,69.474612,59.545231,24.783732,11.808235,2.2448305
240,28/08/2020,63.527481,0.151169,173.81160999999997,55.036333,21.7484,10.813398,2.5092585
241,29/08/2020,38.796642,0.14289,236.689293,56.59697,25.205891,10.590746999999999,2.4894925
242,30/08/2020,38.84585,0.134535,162.31007,57.368127,25.414009999999998,10.673072,2.565204
243,31/08/2020,53.785629,0.108377,96.852497,60.800574,26.362722,10.11852,2.57456
244,01/09/2020,62.779233,0.06379800000000001,60.551438000000005,40.750762,10.927395,10.350134,2.5723355000000003
245,02/09/2020,59.26766000000001,0.065789,124.055995,58.674146,22.693742999999998,10.579870000000001,2.5745675
246,03/09/2020,63.733187,0.038918,75.01258,60.173837,26.317598,10.773195,2.5612939999999997
247,04/09/2020,58.355728000000006,0.026225000000000002,97.207439,60.736839,25.871745,13.02166,2.544354
248,05/09/2020,45.583552000000005,0.016693000000000003,173.567998,59.590786,26.162169000000002,12.683676,2.534719
249,06/09/2020,35.307396999999995,0.02204,259.53006899999997,57.28611,24.590384999999998,11.982267,2.6284825
250,07/09/2020,42.046527999999995,0.026283,257.774166,54.505264000000004,22.183139999999998,12.664603999999999,2.6543895
251,08/09/2020,49.600894,0.101029,171.98962899999998,55.541343999999995,21.989129000000002,12.793509,2.69675
252,09/09/2020,65.52686800000001,0.132665,83.72966199999999,53.827226,22.873292000000003,12.509477,2.809454
253,10/09/2020,60.177434999999996,0.134608,102.800417,56.374593999999995,23.165392,12.534392,2.918444
254,11/09/2020,60.773579,0.115133,87.417849,52.935124,16.862518,12.842736,2.7593919999999996
255,12/09/2020,42.884798,0.051381,96.819953,52.749487,15.339604999999999,13.463037,2.623005
256,13/09/2020,40.817288999999995,0.016725999999999998,133.400389,47.100857000000005,8.277111999999999,14.649066000000001,2.375945
257,14/09/2020,65.825854,0.047998,146.377175,43.078693,7.965111,14.747173,2.367848
258,15/09/2020,78.854783,0.097273,67.305637,49.927076,15.462022999999999,15.005127,2.3514385
259,16/09/2020,86.57517200000001,0.083528,51.971134,42.297821000000006,5.652442,15.043706,2.364128
260,17/09/2020,60.834826,0.037814,132.957065,26.621886,0.888447,15.289019,2.277898
261,18/09/2020,54.747268,0.079848,179.486044,24.950549,1.10222,14.960154000000001,2.2938145
262,19/09/2020,44.90861,0.081598,151.172933,39.994338000000006,7.368192,15.396621999999999,2.3549525
263,20/09/2020,43.760580999999995,0.065015,74.73397800000001,42.051522,8.382419,14.702513000000001,2.4358980000000003
264,21/09/2020,66.995517,0.044561,45.487103000000005,47.794394999999994,12.772383,13.601616,2.3606875
265,22/09/2020,78.64205199999999,0.011012000000000001,43.234048,49.959302,12.635016,13.420575000000001,2.4161915
266,23/09/2020,73.37121400000001,0.023291,119.21529799999999,39.352973,7.312729999999999,13.939202,2.3775375
267,24/09/2020,53.985431,-0.00022,228.83255499999999,30.526137,1.8713030000000002,12.706536,2.382645
268,25/09/2020,40.005117,0.029920000000000002,327.02221299999997,52.487288,17.276546999999997,12.965315,2.374404
269,26/09/2020,35.501931,0.110418,275.089418,51.97901,19.749918,14.159452,2.4051080000000002
270,27/09/2020,38.938557,0.129799,234.786731,53.971455,19.705275,13.127503,2.2989465
